symbol,company,sector,industry,date,close,change_pct,volume,value_traded,final_score,final_decision,buy_probability,sell_probability,confidence_v3,smart_money_score,accumulation_score,institutional_signal,trade_validation_score,trade_validation_status,trade_action,entry_timing_score,entry_timing_action,suggested_entry_price,risk_management_score,risk_permission,risk_status,risk_action,risk_reward_t1,entry_low,entry_high,stop_loss,target_1,target_2,portfolio_selected,portfolio_rank,portfolio_investment,portfolio_quantity,portfolio_position_status,lifecycle_status,trade_id,actual_entry_price,actual_quantity,open_quantity,remaining_quantity,average_cost,current_stop_loss,highest_price_since_entry,lowest_price_since_entry,realized_profit_loss,unrealized_profit_loss,unrealized_profit_loss_pct,holding_days_numeric,partial_profit_booked,exit_action,exit_reason,exit_risk_level,exit_suggested_action,exit_current_price,exit_entry_price,exit_profit_loss_pct,exit_original_stop_loss,exit_suggested_stop_loss,exit_trailing_stop,exit_profit_lock_pct,exit_target_status,exit_confidence,exit_engine_version,decision_reason
PAKL,PAK LEATHER,LEATHER,LEATHER PRODUCTS,13JUL2026,57.59,-3.8243152972611876,11393,656122.87,0.0,AVOID,20.88,79.12,18.53,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,56.73,58.17,54.71,62.2,65.65,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector | High volatility
ZIL,ZIL LIMITED,CONSUMER GOODS,PERSONAL CARE,13JUL2026,370.03,-3.898296280905892,1521,562815.63,0.0,AVOID,20.36,79.64,18.51,50,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,364.48,373.73,351.53,399.63,421.83,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market
MIRKS,MIRPURKHAS SUGAR,SUGAR,SUGAR MILLS,13JUL2026,35.98,1.095813430738953,38593,1388576.14,0.0,AVOID,18.56,81.44,18.5,43,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,35.44,36.34,34.18,38.86,41.02,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market
KEL,K-ELECTRIC LTD.,POWER,UNKNOWN,13JUL2026,7.93,-2.098765432098765,29610051,234807704.42999998,0.0,AVOID,14.17,85.83,18.5,35,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.15,7.81,8.01,7.53,8.56,9.04,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
PCAL,PAKISTAN CABLES-,CABLES,ELECTRIC CABLES,13JUL2026,174.26,-2.707833175143779,3038,529401.88,0.0,AVOID,20.52,79.48,18.49,50,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,171.65,176.0,165.55,188.2,198.66,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
FLYNG,FLYING CEMENT,CEMENT,CEMENT MANUFACTURING,13JUL2026,45.19,-0.4844747852895813,26664,1204946.16,0.0,AVOID,18.48,81.52,18.49,45,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,44.51,45.64,42.93,48.81,51.52,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
ITANZ,ITANZ TECHNOLOGIES,TECHNOLOGY,IT SERVICES,13JUL2026,41.58,-3.076923076923078,1749105,72727785.89999999,0.0,AVOID,15.02,84.98,18.48,31,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,40.96,42.0,39.5,44.91,47.4,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector | High volatility
FPRM,PARAMOUNT MOD,MODARABA,MODARABA,13JUL2026,14.1,0.42735042735043094,3060,43146.0,0.0,AVOID,21.25,78.75,18.47,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,13.89,14.24,13.39,15.23,16.07,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market
ALTN,ALTERN ENERGY,POWER,INDEPENDENT POWER PRODUCER,13JUL2026,8.36,0.966183574879228,687690,5749088.399999999,0.0,AVOID,17.38,82.62,18.47,47,45,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.18,8.23,8.44,7.94,9.03,9.53,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
BNWM,BANNU WOOLLEN,TEXTILE,WOOLLEN / TEXTILE,13JUL2026,68.15,-0.1172504763300576,1952,133028.80000000002,0.0,AVOID,20.2,79.8,18.46,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,67.13,68.83,64.74,73.6,77.69,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
PAKQATAR,PAK QATAR FAMILY,INSURANCE,LIFE INSURANCE,13JUL2026,22.48,-1.4467338886453236,558532,12555799.36,0.0,AVOID,16.97,83.03,18.46,36,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.18,22.14,22.7,21.36,24.28,25.63,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
GAMON,GAMMON PAK,CONSTRUCTION,CONSTRUCTION,13JUL2026,21.0,0.9615384615384581,5296,111216.0,0.0,AVOID,20.91,79.09,18.45,50,55,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,20.68,21.21,19.95,22.68,23.94,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market
INIL,INT. IND.LTD.,STEEL,UNKNOWN,13JUL2026,171.92,-2.4567375886524894,87070,14969074.399999999,0.0,AVOID,17.08,82.92,18.45,38,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,169.34,173.64,163.32,185.67,195.99,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
NCML,NAZIR COTTON MILLS,TEXTILE,COTTON / TEXTILE,13JUL2026,14.9,0.9485094850948549,19851,295779.9,0.0,AVOID,20.63,79.37,18.44,50,55,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,14.68,15.05,14.15,16.09,16.99,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
AICL,ADAMJEE INS.,INSURANCE,UNKNOWN,13JUL2026,80.26,-0.0871405452508318,265619,21318580.94,0.0,AVOID,15.71,84.29,18.44,37,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,79.06,81.06,76.25,86.68,91.5,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
GCWL,GHANI CHEMWORLD,CHEMICAL,INDUSTRIAL CHEMICALS,13JUL2026,17.01,-2.297530155083277,669024,11380098.24,0.0,AVOID,16.67,83.33,18.43,42,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,16.75,17.18,16.16,18.37,19.39,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market
P01GHS200527,1 YEAR GHS,GOVT SECURITIES,1 YEAR GHS,13JUL2026,90.9,0.011002310485207521,5000,454500.0,0.0,AVOID,21.14,78.86,18.41,58,67,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,89.54,91.81,86.36,98.17,103.63,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market
DWSM,DEWAN SUGAR,SUGAR,SUGAR MILLS,13JUL2026,7.31,-1.6150740242261117,114200,834802.0,0.0,AVOID,20.62,79.38,18.4,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,7.2,7.38,6.94,7.89,8.33,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market
PPP,PAK PAPER PROD,PAPER & BOARD,PAPER PRODUCTS,13JUL2026,139.23,-1.784706546275396,5906,822292.3799999999,0.0,AVOID,19.66,80.34,18.4,50,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,137.14,140.62,132.27,150.37,158.72,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
SHDT,SHADAB TEXTILE,TEXTILE,TEXTILE MILLS,13JUL2026,61.35,-4.543332814688027,125163,7678750.05,0.0,AVOID,16.11,83.89,18.4,38,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,60.43,61.96,58.28,66.26,69.94,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector | High volatility
NSRM,NATIONAL SILK,TEXTILE,SILK / TEXTILE,13JUL2026,193.54,9.940922517609636,1790,346436.6,0.0,AVOID,20.67,79.33,18.38,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,190.64,195.48,183.86,209.02,220.64,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector | Near upper cap / extended | High volatility
SANSM,SANGHAR SUGAR,SUGAR,SUGAR MILLS,13JUL2026,130.98,0.0,84,11002.32,0.0,AVOID,19.71,80.29,18.38,44,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,129.02,132.29,124.43,141.46,149.32,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market
GEMNETS,NETS INTERNATIONAL,UNKNOWN,UNKNOWN,13JUL2026,30.18,0.0,10,301.8,0.0,AVOID,19.64,80.36,18.37,45,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,29.73,30.48,28.67,32.59,34.41,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Sector supportive || Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | High volatility
EFUL,EFU LIFE ASSURANCE,INSURANCE,LIFE INSURANCE,13JUL2026,156.1,-0.3511011809767069,4867,759738.7,0.0,AVOID,19.9,80.1,18.35,45,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,153.76,157.66,148.29,168.59,177.95,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
BAFS,BABA FARID,AGRICULTURE,SEED / AGRICULTURE,13JUL2026,395.99,-4.778050305391238,1555,615764.4500000001,0.0,AVOID,19.71,80.29,18.35,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,390.05,399.95,376.19,427.67,451.43,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
RUBY,RUBY TEXTILE,TEXTILE,TEXTILE MILLS,13JUL2026,17.39,0.0,365,6347.35,0.0,AVOID,19.38,80.62,18.35,51,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,17.13,17.56,16.52,18.78,19.82,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
AHCL,ARIF HABIB CORP,INVESTMENT,UNKNOWN,13JUL2026,15.5,-1.7121116043119822,1403100,21748050.0,0.0,AVOID,15.1,84.9,18.34,37,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,15.27,15.65,14.72,16.74,17.67,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
DAAG,DATA AGRO,AGRICULTURE,AGRO,13JUL2026,91.91,2.1222222222222182,3412,313596.92,0.0,AVOID,20.17,79.83,18.33,45,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.16,90.53,92.83,87.31,99.26,104.78,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak market | Weak sector
AGTL,AL-GHAZI TRACTORS,AUTOMOBILE,AGRICULTURAL TRACTORS,13JUL2026,394.96,-1.240248049609931,11376,4493064.96,0.0,AVOID,17.34,82.66,18.33,38,50,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,389.04,398.91,375.21,426.56,450.25,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Strong trend | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
SEARL,THE SEARLE COMPANY,PHARMA,UNKNOWN,13JUL2026,94.11,-1.4348554671135363,2153312,202648192.32,0.0,AVOID,12.55,87.45,18.33,30,40,NEUTRAL,0,REJECTED,AVOID,0,NO ENTRY,0.0,0,NO TRADE,REJECTED,AVOID,1.17,92.7,95.05,89.4,101.64,107.29,False,0,0.0,0,,NO POSITION,,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,NO ACTION,No actual open position,NORMAL,NO ACTION,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOT APPLICABLE,0.0,exit_intelligence_engine_v1_1_position_state_aware,Balanced multi-engine consensus | Warnings: Trade validation rejected | Validation status rejected | Entry timing rejected | Risk engine rejected | AI final decision restrictive | Institutional decision restrictive | Weak trade validation | Entry engine restrictive | Risk engine says no trade | Weak risk/reward | Weak smart money | Weak market | Weak sector
